Customer_ID,Churn,Usage
C070541,0,private
C070542,0,private
C070543,0,private
C070544,0,private
C070545,0,public
C070546,0,private
C070547,1,private
C070548,0,public
C070549,1,public
C070550,1,private
C070551,0,private
C070552,1,private
C070553,1,private
C070554,0,private
C070555,0,private
C070556,1,private
C070557,0,private
C070558,1,public
C070559,1,private
C070560,0,private
C070561,1,public
C070562,0,private
C070563,1,private
C070564,1,private
C070565,0,public
C070566,0,private
C070567,1,private
C070568,0,private
C070569,0,private
C070570,1,public
C070571,0,private
C070572,1,public
C070573,0,private
C070574,0,private
C070575,0,private
C070576,1,private
C070577,1,private
C070578,0,private
C070579,1,public
C070580,0,private
C070581,0,private
C070582,0,private
C070583,0,private
C070584,0,private
C070585,1,private
C070586,0,private
C070587,0,public
C070588,0,private
C070589,0,private
C070590,0,private
C070591,0,private
C070592,0,public
C070593,1,private
C070594,1,public
C070595,0,private
C070596,1,private
C070597,1,public
C070598,0,private
C070599,0,private
C070600,0,private
C070601,1,private
C070602,0,private
C070603,0,public
C070604,1,public
C070605,0,private
C070606,0,private
C070607,0,public
C070608,0,private
C070609,1,public
C070610,0,public
C070611,0,public
C070612,1,public
C070613,1,public
C070614,0,private
C070615,1,private
C070616,0,private
C070617,1,public
C070618,1,private
C070619,1,public
C070620,1,private
C070621,1,private
C070622,0,private
C070623,1,private
C070624,1,private
C070625,0,private
C070626,0,private
C070627,0,private
C070628,1,private
C070629,0,private
C070630,0,private
C070631,1,public
C070632,0,public
C070633,0,public
C070634,1,private
C070635,1,private
C070636,1,private
C070637,1,private
C070638,0,private
C070639,0,public
C070640,0,private
C070641,1,private
C070642,0,public
C070643,1,private
C070644,0,private
C070645,0,private
C070646,1,private
C070647,1,private
C070648,1,private
C070649,1,private
C070650,0,private
C070651,1,private
C070652,0,private
C070653,1,private
C070654,0,private
C070655,0,private
C070656,1,private
C070657,1,private
C070658,0,public
C070659,0,private
C070660,1,private
C070661,0,private
C070662,1,private
C070663,1,private
C070664,0,public
C070665,0,private
C070666,0,public
C070667,0,public
C070668,1,private
C070669,0,public
C070670,1,public
C070671,1,private
C070672,1,public
C070673,0,private
C070674,0,private
C070675,1,private
C070676,0,private
C070677,0,private
C070678,0,private
C070679,0,private
C070680,0,private
C070681,1,private
C070682,0,private
C070683,1,private
C070684,0,public
C070685,1,private
C070686,1,private
C070687,1,public
C070688,1,private
C070689,0,public
C070690,0,private
C070691,0,public
C070692,0,private
C070693,0,private
C070694,0,public
C070695,0,private
C070696,0,public
C070697,1,public
C070698,0,public
C070699,0,public
C070700,0,public
C070701,1,public
C070702,1,private
C070703,1,public
C070704,1,private
C070705,0,private
C070706,0,private
C070707,1,private
C070708,0,private
C070709,1,private
C070710,0,private
C070711,0,private
C070712,1,public
C070713,1,private
C070714,0,public
C070715,1,private
C070716,1,private
C070717,1,private
C070718,0,private
C070719,0,public
C070720,1,private
C070721,0,private
C070722,0,private
C070723,0,private
C070724,1,private
C070725,1,private
C070726,1,private
C070727,1,private
C070728,0,private
C070729,0,private
C070730,0,private
C070731,0,public
C070732,0,private
C070733,0,private
C070734,1,private
C070735,0,private
C070736,1,private
C070737,0,private
C070738,0,private
C070739,0,private
C070740,0,public
C070741,0,private
C070742,1,private
C070743,1,private
C070744,1,private
C070745,0,private
C070746,0,private
C070747,1,public
C070748,0,private
C070749,1,private
C070750,1,public
C070751,0,public
C070752,0,public
C070753,0,private
C070754,0,private
C070755,0,public
C070756,1,private
C070757,0,private
C070758,1,private
C070759,1,private
C070760,0,private
C070761,1,private
C070762,0,private
C070763,0,private
C070764,0,private
C070765,0,private
C070766,0,public
C070767,0,private
C070768,0,public
C070769,0,private
C070770,1,private
C070771,0,private
C070772,0,private
C070773,1,public
C070774,0,private
C070775,0,private
C070776,0,private
C070777,1,private
C070778,0,private
C070779,0,private
C070780,1,private
C070781,1,private
C070782,0,private
C070783,0,private
C070784,1,public
C070785,1,private
C070786,1,public
C070787,0,public
C070788,0,public
C070789,1,public
C070790,1,public
C070791,1,private
C070792,0,private
C070793,1,private
C070794,0,private
C070795,0,private
C070796,1,private
C070797,1,private
C070798,1,private
C070799,1,private
C070800,0,private
C070801,1,private
C070802,0,private
C070803,0,private
C070804,0,private
C070805,1,private
C070806,0,private
C070807,1,private
C070808,0,private
C070809,1,private
C070810,1,private
C070811,0,private
C070812,1,private
C070813,0,public
C070814,0,private
C070815,0,private
C070816,0,public
C070817,1,public
C070818,0,private
C070819,0,private
C070820,1,private
C070821,0,public
C070822,1,public
C070823,1,private
C070824,1,private
C070825,0,private
C070826,1,private
C070827,0,private
C070828,0,public
C070829,1,private
C070830,0,private
C070831,1,public
C070832,1,public
C070833,0,private
C070834,1,private
C070835,1,private
C070836,0,public
C070837,0,private
C070838,0,private
C070839,0,private
C070840,0,public
C070841,1,public
C070842,1,private
C070843,0,private
C070844,0,private
C070845,1,private
C070846,1,private
C070847,0,private
C070848,0,private
C070849,1,public
C070850,0,private
C070851,0,private
C070852,1,private
C070853,0,private
C070854,0,private
C070855,1,public
C070856,1,public
C070857,0,public
C070858,0,public
C070859,1,private
C070860,0,public
C070861,1,private
C070862,0,public
C070863,1,private
C070864,1,private
C070865,0,private
C070866,0,private
C070867,0,private
C070868,0,private
C070869,0,public
C070870,0,private
C070871,0,private
C070872,1,private
C070873,1,private
C070874,1,public
C070875,0,public
C070876,0,private
C070877,0,private
C070878,1,private
C070879,0,private
C070880,1,public
C070881,1,private
C070882,1,public
C070883,0,private
C070884,0,private
C070885,1,private
C070886,1,public
C070887,1,public
C070888,0,public
C070889,1,private
C070890,0,private
C070891,0,public
C070892,1,private
C070893,0,private
C070894,0,private
C070895,1,private
C070896,0,private
C070897,1,private
C070898,1,private
C070899,1,private
C070900,1,private
C070901,0,private
C070902,0,public
C070903,0,public
C070904,0,private
C070905,0,private
C070906,1,public
C070907,0,private
C070908,1,private
C070909,1,private
C070910,0,private
C070911,0,private
C070912,0,private
C070913,0,private
C070914,1,public
C070915,1,private
C070916,0,private
C070917,1,private
C070918,0,private
C070919,1,private
C070920,0,public
C070921,0,private
C070922,0,private
C070923,1,public
C070924,0,private
C070925,0,private
C070926,1,public
C070927,1,private
C070928,0,private
C070929,1,public
C070930,1,private
C070931,0,private
C070932,1,private
C070933,0,private
C070934,1,private
C070935,0,private
C070936,0,private
C070937,1,private
C070938,0,private
C070939,1,private
C070940,0,private
C070941,1,public
C070942,1,public
C070943,1,private
C070944,1,private
C070945,0,private
C070946,0,public
C070947,0,private
C070948,0,private
C070949,0,private
C070950,0,private
C070951,0,private
C070952,1,private
C070953,1,public
C070954,1,private
C070955,0,public
C070956,0,public
C070957,0,private
C070958,0,private
C070959,0,private
C070960,0,private
C070961,1,private
C070962,1,private
C070963,0,private
C070964,1,private
C070965,1,public
C070966,0,private
C070967,0,private
C070968,0,private
C070969,0,private
C070970,1,private
C070971,1,private
C070972,0,private
C070973,1,public
C070974,0,private
C070975,0,private
C070976,1,private
C070977,1,public
C070978,1,private
C070979,0,public
C070980,0,private
C070981,1,public
C070982,1,private
C070983,1,public
C070984,1,private
C070985,0,private
C070986,0,private
C070987,0,public
C070988,0,public
C070989,1,private
C070990,0,private
C070991,0,private
C070992,1,private
C070993,1,public
C070994,1,public
C070995,0,public
C070996,0,private
C070997,0,public
C070998,1,private
C070999,1,private
C071000,0,private
C071001,1,public
C071002,0,private
C071003,0,private
C071004,1,private
C071005,0,private
C071006,0,private
C071007,1,private
C071008,1,private
C071009,0,private
C071010,1,public
C071011,1,private
C071012,1,private
C071013,0,private
C071014,0,private
C071015,1,public
C071016,1,public
C071017,0,public
C071018,0,public
C071019,1,private
C071020,0,private
C071021,0,private
C071022,0,private
C071023,0,public
C071024,1,private
C071025,0,private
C071026,0,private
C071027,0,private
C071028,0,private
C071029,1,private
C071030,0,public
C071031,1,private
C071032,0,private
C071033,0,private
C071034,0,private
C071035,1,private
C071036,0,private
C071037,0,private
C071038,0,private
C071039,0,private
C071040,0,private
C071041,1,private
C071042,1,private
C071043,1,private
C071044,1,private
C071045,1,private
C071046,0,private
C071047,1,private
C071048,1,public
C071049,0,private
C071050,0,private
C071051,0,public
C071052,1,private
C071053,1,private
C071054,0,private
C071055,0,private
C071056,0,private
C071057,0,private
C071058,1,private
C071059,1,private
C071060,0,public
C071061,0,private
C071062,0,private
C071063,0,private
C071064,0,public
C071065,1,private
C071066,0,public
C071067,0,private
C071068,0,private
C071069,0,private
C071070,0,private
C071071,0,private
C071072,0,private
C071073,1,private
C071074,0,private
C071075,1,public
C071076,1,private
C071077,0,private
C071078,0,private
C071079,0,private
C071080,1,private
C071081,0,private
C071082,0,public
C071083,1,private
C071084,1,public
C071085,0,private
C071086,1,private
C071087,0,public
C071088,0,public
C071089,0,private
C071090,0,private
C071091,0,private
C071092,1,private
C071093,1,private
C071094,0,private
C071095,0,private
C071096,1,private
C071097,1,private
C071098,0,private
C071099,1,private
C071100,1,private
C071101,1,private
C071102,0,public
C071103,0,private
C071104,1,private
C071105,0,public
C071106,1,private
C071107,0,private
C071108,0,private
C071109,1,public
C071110,1,private
C071111,1,private
C071112,0,private
C071113,0,private
C071114,1,private
C071115,0,public
C071116,1,public
C071117,1,private
C071118,0,private
C071119,0,private
C071120,1,private
C071121,1,public
C071122,0,private
C071123,1,public
C071124,0,private
C071125,1,public
C071126,1,private
C071127,0,public
C071128,0,private
C071129,0,private
C071130,1,private
C071131,0,private
C071132,1,private
C071133,1,private
C071134,1,private
C071135,1,private
C071136,0,private
C071137,1,public
C071138,0,public
C071139,0,private
C071140,0,private
C071141,1,public
C071142,0,public
C071143,0,public
C071144,1,private
C071145,1,private
C071146,0,public
C071147,0,private
C071148,1,private
C071149,1,public
C071150,0,private
C071151,1,private
C071152,1,private
C071153,0,private
C071154,1,private
C071155,1,public
C071156,0,private
C071157,0,private
C071158,1,private
C071159,0,private
C071160,0,private
C071161,0,public
C071162,0,private
C071163,0,public
C071164,0,public
C071165,0,private
C071166,0,private
C071167,0,private
C071168,0,private
C071169,0,private
C071170,1,private
C071171,1,private
C071172,0,private
C071173,1,private
C071174,0,private
C071175,0,public
C071176,1,private
C071177,0,public
C071178,0,private
C071179,1,private
C071180,0,private
C071181,0,private
C071182,1,public
C071183,1,public
C071184,0,private
C071185,1,public
C071186,1,private
C071187,0,private
C071188,0,private
C071189,1,public
C071190,0,private
C071191,0,public
C071192,0,private
C071193,0,public
C071194,0,public
C071195,0,private
C071196,1,private
C071197,1,public
C071198,1,private
C071199,1,public
C071200,1,private
C071201,1,public
C071202,0,private
C071203,1,private
C071204,0,private
C071205,0,public
C071206,0,private
C071207,1,private
C071208,0,private
C071209,0,private
C071210,0,public
C071211,1,private
C071212,1,private
C071213,1,public
C071214,0,public
C071215,0,private
C071216,0,private
C071217,0,private
C071218,0,private
C071219,0,private
C071220,1,private
C071221,0,public
C071222,0,public
C071223,0,private
C071224,0,private
C071225,0,public
C071226,1,private
C071227,0,private
C071228,0,private
C071229,1,private
C071230,1,private
C071231,1,private
C071232,0,private
C071233,1,private
C071234,0,private
C071235,1,public
C071236,0,private
C071237,1,private
C071238,1,private
C071239,1,public
C071240,0,private
C071241,0,private
C071242,0,public
C071243,1,public
C071244,0,private
C071245,1,private
C071246,1,private
C071247,0,private
C071248,0,private
C071249,1,public
C071250,1,private
C071251,0,public
C071252,0,private
C071253,0,private
C071254,0,private
C071255,1,private
C071256,1,private
C071257,0,private
C071258,0,private
C071259,1,private
C071260,0,private
C071261,0,private
C071262,0,private
C071263,1,public
C071264,0,private
C071265,0,private
C071266,1,public
C071267,1,public
C071268,0,private
C071269,1,public
C071270,1,private
C071271,0,public
C071272,0,private
C071273,0,private
C071274,0,private
C071275,0,private
C071276,0,private
C071277,1,private
C071278,0,private
C071279,1,public
C071280,0,public
C071281,1,private
C071282,0,private
C071283,0,private
C071284,0,private
C071285,1,private
C071286,0,private
C071287,0,public
C071288,0,private
C071289,0,private
C071290,0,private
C071291,1,private
C071292,0,private
C071293,0,private
C071294,0,public
C071295,0,private
C071296,1,public
C071297,0,private
C071298,0,public
C071299,0,public
C071300,1,public
C071301,0,private
C071302,0,private
C071303,0,public
C071304,0,public
C071305,1,private
C071306,1,private
C071307,0,private
C071308,1,private
C071309,1,private
C071310,0,private
C071311,0,private
C071312,0,public
C071313,0,private
C071314,0,private
C071315,0,private
C071316,1,private
C071317,0,public
C071318,0,public
C071319,0,private
C071320,1,public
C071321,1,private
C071322,1,private
C071323,1,private
C071324,0,public
C071325,0,public
C071326,0,public
C071327,1,private
C071328,0,private
C071329,0,private
C071330,0,private
C071331,1,public
C071332,0,private
C071333,0,private
C071334,0,private
C071335,1,private
C071336,0,public
C071337,0,public
C071338,1,private
C071339,1,private
C071340,1,private
C071341,1,private
C071342,0,public
C071343,0,private
C071344,1,public
C071345,0,private
C071346,0,private
C071347,0,private
C071348,0,private
C071349,0,private
C071350,1,private
C071351,1,private
C071352,0,public
C071353,0,public
C071354,0,public
C071355,1,public
C071356,1,private
C071357,1,private
C071358,1,private
C071359,0,public
C071360,0,private
C071361,1,private
C071362,1,private
C071363,1,public
C071364,1,private
C071365,1,private
C071366,0,public
C071367,0,public
C071368,1,public
C071369,0,public
C071370,0,public
C071371,1,private
C071372,1,private
C071373,0,public
C071374,0,private
C071375,0,public
C071376,0,public
C071377,0,private
C071378,0,private
C071379,0,private
C071380,1,private
C071381,0,public
C071382,0,private
C071383,0,private
C071384,0,public
C071385,0,private
C071386,1,private
C071387,0,private
C071388,0,private
C071389,1,private
C071390,0,public
C071391,1,public
C071392,0,private
C071393,0,private
C071394,1,private
C071395,0,private
C071396,1,private
C071397,0,private
C071398,1,private
C071399,0,public
C071400,0,public
C071401,1,private
C071402,0,public
C071403,0,private
C071404,0,private
C071405,0,public
C071406,0,public
C071407,0,public
C071408,0,private
C071409,0,private
C071410,1,public
C071411,0,private
C071412,1,public
C071413,1,private
C071414,1,private
C071415,0,private
C071416,1,public
C071417,0,private
C071418,0,private
C071419,0,private
C071420,1,private
C071421,0,public
C071422,0,public
C071423,0,private
C071424,0,private
C071425,0,private
C071426,1,private
C071427,1,public
C071428,1,private
C071429,0,public
C071430,0,public
C071431,1,private
C071432,0,public
C071433,0,public
C071434,1,public
C071435,1,private
C071436,0,public
C071437,1,private
C071438,0,private
C071439,0,private
C071440,0,private
C071441,0,public
C071442,1,private
C071443,1,private
C071444,0,private
C071445,1,public
C071446,0,private
C071447,0,private
C071448,1,private
C071449,0,private
C071450,0,private
C071451,0,public
C071452,1,private
C071453,0,public
C071454,0,private
C071455,0,public
C071456,1,private
C071457,0,private
C071458,1,private
C071459,0,private
C071460,1,public
C071461,1,private
C071462,0,private
C071463,0,private
C071464,0,public
C071465,1,private
C071466,0,private
C071467,0,private
C071468,1,private
C071469,1,private
C071470,1,private
C071471,0,private
C071472,1,private
C071473,0,public
C071474,1,public
C071475,1,public
C071476,1,public
C071477,0,private
C071478,0,private
C071479,1,private
C071480,0,public
C071481,1,private
C071482,0,private
C071483,1,private
C071484,1,public
C071485,1,private
C071486,0,private
C071487,0,private
C071488,0,private
C071489,0,private
C071490,0,private
C071491,0,private
C071492,0,private
C071493,0,private
C071494,1,private
C071495,0,private
C071496,1,public
C071497,0,private
C071498,1,private
C071499,1,private
C071500,0,private
C071501,1,private
C071502,1,private
C071503,0,private
C071504,0,public
C071505,0,private
C071506,1,private
C071507,1,public
C071508,0,public
C071509,1,private
C071510,1,public
C071511,0,private
C071512,0,private
C071513,0,public
C071514,1,private
C071515,0,public
C071516,1,private
C071517,1,private
C071518,0,private
C071519,0,private
C071520,0,private
C071521,0,private
C071522,0,private
C071523,0,private
C071524,0,private
C071525,0,public
C071526,1,private
C071527,0,public
C071528,1,private
C071529,0,public
C071530,0,public
C071531,1,private
C071532,0,private
C071533,1,private
C071534,1,public
C071535,1,private
C071536,0,public
C071537,1,private
C071538,0,private
C071539,1,private
C071540,0,public
C071541,0,private
C071542,0,private
C071543,0,private
C071544,1,private
C071545,0,private
C071546,1,private
C071547,0,private
C071548,0,private
C071549,0,private
C071550,0,public
C071551,1,private
C071552,0,private
C071553,0,private
C071554,0,public
C071555,0,public
C071556,0,private
C071557,1,public
C071558,0,public
C071559,0,private
C071560,1,private
C071561,0,private
C071562,1,private
C071563,0,private
C071564,0,private
C071565,1,public
C071566,0,public
C071567,0,private
C071568,1,public
C071569,1,private
C071570,0,private
C071571,0,public
C071572,0,private
C071573,1,public
C071574,0,private
C071575,0,public
C071576,0,public
C071577,1,private
C071578,1,public
C071579,1,private
C071580,0,private
C071581,1,private
C071582,1,private
C071583,0,private
C071584,0,private
C071585,1,private
C071586,0,private
C071587,0,public
C071588,0,private
C071589,0,private
C071590,0,private
C071591,0,public
C071592,0,public
C071593,0,private
C071594,1,private
C071595,0,public
C071596,0,private
C071597,0,private
C071598,1,private
C071599,0,private
C071600,1,public
C071601,1,private
C071602,1,public
C071603,0,private
C071604,1,public
C071605,0,public
C071606,0,public
C071607,0,private
C071608,0,private
C071609,0,public
C071610,0,private
C071611,1,private
C071612,1,public
C071613,0,public
C071614,0,private
C071615,0,private
C071616,1,public
C071617,1,private
C071618,0,private
C071619,1,private
C071620,0,private
C071621,1,private
C071622,0,private
C071623,0,private
C071624,1,private
C071625,1,private
C071626,0,private
C071627,0,private
C071628,1,private
C071629,1,public
C071630,0,public
C071631,0,public
C071632,0,private
C071633,0,private
C071634,0,public
C071635,1,private
C071636,0,private
C071637,0,private
C071638,0,private
C071639,0,private
C071640,0,public
C071641,1,public
C071642,0,public
C071643,0,public
C071644,0,public
C071645,0,private
C071646,0,private
C071647,0,private
C071648,0,private
C071649,1,private
C071650,1,public
C071651,0,private
C071652,0,public
C071653,1,public
C071654,1,public
C071655,0,private
C071656,0,private
C071657,0,private
C071658,0,private
C071659,0,private
C071660,0,private
C071661,1,public
C071662,0,private
C071663,1,public
C071664,1,private
C071665,1,private
C071666,1,private
C071667,1,private
C071668,0,public
C071669,0,public
C071670,0,public
C071671,1,public
C071672,1,private
C071673,0,private
C071674,0,private
C071675,1,private
C071676,1,private
C071677,1,private
C071678,0,private
C071679,0,private
C071680,0,private
C071681,0,private
C071682,1,public
C071683,0,private
C071684,0,private
C071685,0,private
C071686,0,public
C071687,0,private
C071688,0,private
C071689,0,public
C071690,0,private
C071691,0,private
C071692,1,private
C071693,1,private
C071694,0,private
C071695,0,private
C071696,1,private
C071697,1,private
C071698,1,public
C071699,0,private
C071700,0,private
C071701,0,public
C071702,1,public
C071703,0,public
C071704,1,private
C071705,0,private
C071706,1,private
C071707,0,private
C071708,1,private
C071709,0,public
C071710,1,public
C071711,0,private
C071712,0,private
C071713,0,private
C071714,0,private
C071715,1,public
C071716,0,private
C071717,0,private
C071718,0,public
C071719,1,public
C071720,0,private
C071721,1,public
C071722,1,private
C071723,0,private
C071724,0,private
C071725,0,public
C071726,1,private
C071727,0,private
C071728,1,private
C071729,1,private
C071730,0,public
C071731,0,private
C071732,0,private
C071733,1,private
C071734,1,private
C071735,1,public
C071736,0,public
C071737,1,public
C071738,0,private
C071739,1,private
C071740,0,private
C071741,1,public
C071742,1,public
C071743,1,public
C071744,0,private
C071745,0,private
C071746,1,private
